Id,Point_Id,Date,Date_Previous,Direct,Estimate,Units,Cost,Batch,Standing_Charge,Standing_Charge_2,Other_Charge,VAT,Climate_Change_Levy,Climate_Change_Levy_Rate,M1_Present,M1_Previous,M1_Factor,M1_Units,M2_Present,M2_Previous,M2_Factor,M2_Units,M3_Present,M3_Previous,M3_Factor,M3_Units,M4_Present,M4_Previous,M4_Factor,M4_Units,Water_Factor,Water_Units,Water_Cost_Rate,Water_Cost,Sewerage_Factor,Sewerage_Units,Sewerage_Cost_Rate,Sewerage_Cost,Last_Update,Last_User,Rates,Rates_Cost_Rate,Rates_Cost,Trade_Effluent_Cost,Surface_Water_Cost,Environmental_Cost,Note,Date_Paid,Date_TaxPoint,Invoice_Number,Locked,Passed_To_Accounts,Status,EDI,SupplierName,Number,Standing_Charge_Rate,Standing_Charge_Rate_2,B1_Present,B1_Previous,B1_Factor,B1_Units,B2_Present,B2_Previous,B2_Factor,B2_Units,Trade_Effluent_Factor,Trade_Effluent_Units,Trade_Effluent_Cost_Rate,Rates_Road_Cost_Rate,Rates_Road_Cost,Highway_Cost,Volume_Cost,Invoice_Period,Standing_Charge_Period,Meter_Size_1,Meter_Size_1_Supply_Rate,Meter_Size_1_Waste_Rate,Meter_Size_2,Meter_Size_2_Supply_Rate,Meter_Size_2_Waste_Rate,Meter_Size_Supply,Meter_Size_Waste,Standing_Charge_Date,Standing_Charge_Date_Previous,Suspended_Solids,Chemical_Oxygen_Demand,Exclude_From_Reports,Savings_Estimated,Savings_Actual,Link_1,Checksum,Invoice_Received,Custom_1,Non_Vatable_Charges,Custom_Text_1,DisableCalculation,Tariff_Cost,Misc_Cost,M1_Read_Date,M1_Read_Code,M2_Read_Date,M2_Read_Code,M3_Read_Date,M3_Read_Code,M4_Read_Date,M4_Read_Code,B1_Read_Date,B1_Read_Code,B2_Read_Date,B2_Read_Code,Screen_Format,Record_Source
733,546,2019-02-04 00:00:00.000,2018-12-29 00:00:00.000,D,NULL,106,0,572,0,0,0,0,0,0,22091,21985,1,106,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-04 00:00:00.000,ellesmereportshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-04 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-04 00:00:00.000,2018-12-29 00:00:00.000,0,0,0,0,0,,-1291306507,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
744,417,2019-02-14 00:00:00.000,2019-02-14 00:00:00.000,D,NULL,0,0,588,0,0,0,0,0,0,5325,5325,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-14 00:00:00.000,dunfermlineshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-14 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-14 00:00:00.000,2019-02-14 00:00:00.000,0,0,0,0,0,,1423191856,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
745,558,2019-02-15 00:00:00.000,2019-01-11 00:00:00.000,D,NULL,33,0,588,0,0,0,0,0,0,1730,1697,1,33,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-15 00:00:00.000,hanleyshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-15 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-15 00:00:00.000,2019-01-11 00:00:00.000,0,0,0,0,0,,1395743637,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
746,667,2019-02-15 00:00:00.000,2019-01-12 00:00:00.000,D,NULL,3,0,588,0,0,0,0,0,0,2488,2485,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-15 00:00:00.000,westwickhamshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-15 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-15 00:00:00.000,2019-01-12 00:00:00.000,0,0,0,0,0,,539108358,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
747,584,2019-02-16 00:00:00.000,2019-01-17 00:00:00.000,D,NULL,3,0,588,0,0,0,0,0,0,644,641,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-16 00:00:00.000,longeatonshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-16 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-16 00:00:00.000,2019-01-17 00:00:00.000,0,0,0,0,0,,1742781128,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
748,518,2019-02-18 00:00:00.000,2018-12-17 00:00:00.000,D,NULL,4,0,588,0,0,0,0,0,0,1548,1544,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-18 00:00:00.000,canveyislandshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-18 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-18 00:00:00.000,2018-12-17 00:00:00.000,0,0,0,0,0,,689348721,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
749,622,2019-02-20 00:00:00.000,2019-01-22 00:00:00.000,D,NULL,3,0,588,0,0,0,0,0,0,463,460,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-20 00:00:00.000,redhillshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-20 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-20 00:00:00.000,2019-01-22 00:00:00.000,0,0,0,0,0,,-957236315,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
750,389,2019-02-21 00:00:00.000,2019-01-23 00:00:00.000,D,NULL,1,0,590,0,0,0,0,0,0,17,16,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-21 00:00:00.000,brechinshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-21 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-21 00:00:00.000,2019-01-23 00:00:00.000,0,0,0,0,0,,918419878,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
751,674,2019-02-21 00:00:00.000,2019-01-28 00:00:00.000,D,NULL,3,0,590,0,0,0,0,0,0,361,358,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-21 00:00:00.000,wilmslowshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-21 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-21 00:00:00.000,2019-01-28 00:00:00.000,0,0,0,0,0,,-1772279301,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
752,574,2019-02-23 00:00:00.000,2019-02-23 00:00:00.000,D,NULL,0,0,590,0,0,0,0,0,0,40277,40277,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-23 00:00:00.000,kendalshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-23 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-23 00:00:00.000,2019-02-23 00:00:00.000,0,0,0,0,0,,-807640813,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
742,425,2019-02-13 00:00:00.000,2019-01-11 00:00:00.000,D,NULL,15139325,0,585,0,0,0,0,0,0,16815515,1676190,1,1.513933E+07,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-13 00:00:00.000,johnstoneshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-13 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-13 00:00:00.000,2019-01-11 00:00:00.000,0,0,0,0,0,,237231852,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
743,666,2019-02-13 00:00:00.000,2019-01-14 00:00:00.000,D,NULL,2,0,585,0,0,0,0,0,0,2121,2119,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-13 00:00:00.000,welwynshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-13 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-13 00:00:00.000,2019-01-14 00:00:00.000,0,0,0,0,0,,-1614741907,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
1032,554,2019-10-28 00:00:00.000,2019-09-27 00:00:00.000,D,NULL,2,0,847,0,0,0,0,0,0,250,248,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-10-28 00:00:00.000,gosportshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-10-28 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-10-28 00:00:00.000,2019-09-27 00:00:00.000,0,0,0,0,0,,-881075788,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
754,554,2019-02-27 00:00:00.000,2019-01-24 00:00:00.000,D,NULL,-47,0,590,0,0,0,0,0,0,230,277,1,-47,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-27 00:00:00.000,gosportshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-27 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-27 00:00:00.000,2019-01-24 00:00:00.000,0,0,0,0,0,,1616683476,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
755,669,2019-02-28 00:00:00.000,2019-02-01 00:00:00.000,D,NULL,1,0,602,0,0,0,0,0,0,154,153,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-02-28 00:00:00.000,whitehavenshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-02-28 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-28 00:00:00.000,2019-02-01 00:00:00.000,0,0,0,0,0,,-533141999,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
779,411,2019-03-15 00:00:00.000,2018-11-14 00:00:00.000,D,NULL,0,0,606,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-03-15 00:00:00.000,helensburghshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-03-15 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-15 00:00:00.000,2018-11-14 00:00:00.000,0,0,0,0,0,,-1179090441,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
780,584,2019-03-15 00:00:00.000,2019-02-16 00:00:00.000,D,NULL,3,0,606,0,0,0,0,0,0,647,644,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-03-15 00:00:00.000,longeatonshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-03-15 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-15 00:00:00.000,2019-02-16 00:00:00.000,0,0,0,0,0,,329308804,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
781,518,2019-03-18 00:00:00.000,2019-02-18 00:00:00.000,D,NULL,2,0,606,0,0,0,0,0,0,1550,1548,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-03-18 00:00:00.000,canveyislandshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-03-18 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-18 00:00:00.000,2019-02-18 00:00:00.000,0,0,0,0,0,,-1024378131,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
782,551,2019-03-19 00:00:00.000,2019-01-12 00:00:00.000,D,NULL,4702,0,606,0,0,0,0,0,0,81503,76801,1,4702,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-03-19 00:00:00.000,gloucestershop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-03-19 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-19 00:00:00.000,2019-01-12 00:00:00.000,0,0,0,0,0,,2103805439,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
783,405,2019-03-21 00:00:00.000,2018-07-21 00:00:00.000,D,NULL,2145,0,611,0,0,0,0,0,0,74043,71898,1,2145,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-03-21 00:00:00.000,GlasgowspringburnSho@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-03-21 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-21 00:00:00.000,2018-07-21 00:00:00.000,0,0,0,0,0,,-1783347373,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
784,674,2019-03-22 00:00:00.000,2019-02-21 00:00:00.000,D,NULL,2,0,611,0,0,0,0,0,0,363,361,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-03-22 00:00:00.000,wilmslowshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-03-22 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-22 00:00:00.000,2019-02-21 00:00:00.000,0,0,0,0,0,,-1893533680,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
785,389,2019-03-25 00:00:00.000,2019-02-21 00:00:00.000,D,NULL,1,0,611,0,0,0,0,0,0,18,17,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-03-25 00:00:00.000,brechinshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2019-03-25 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-25 00:00:00.000,2019-02-21 00:00:00.000,0,0,0,0,0,,274190101,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
1203,586,2020-07-30 00:00:00.000,2019-09-16 00:00:00.000,D,NULL,19,0,1196,0,0,0,0,0,0,994,975,1,19,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,loughboroughshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-30 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,2019-09-16 00:00:00.000,0,0,0,0,0,,1456498254,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1204,558,2020-07-30 00:00:00.000,2020-02-15 00:00:00.000,D,NULL,69,0,1196,0,0,0,0,0,0,2081,2012,1,69,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,hanleyshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-30 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,2020-02-15 00:00:00.000,0,0,0,0,0,,-1604892308,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1205,584,2020-07-30 00:00:00.000,2020-03-11 00:00:00.000,D,NULL,3,0,1196,0,0,0,0,0,0,682,679,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,longeatonshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-30 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,2020-03-11 00:00:00.000,0,0,0,0,0,,-275105124,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1206,418,2020-07-30 00:00:00.000,2017-11-22 00:00:00.000,D,NULL,-9421,0,1196,0,0,0,0,0,0,16044,25465,1,-9421,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,cuparshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-30 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,2017-11-22 00:00:00.000,0,0,0,0,0,,161102693,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1207,414,2020-07-30 00:00:00.000,2020-03-05 00:00:00.000,D,NULL,4,0,1196,0,0,0,0,0,0,8,4,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,largsshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-30 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-30 00:00:00.000,2020-03-05 00:00:00.000,0,0,0,0,0,,1692193520,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1208,570,2020-07-31 00:00:00.000,2020-03-23 00:00:00.000,D,NULL,1,0,1196,0,0,0,0,0,0,1253,1252,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,hydeshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-31 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,2020-03-23 00:00:00.000,0,0,0,0,0,,112040564,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1209,669,2020-07-31 00:00:00.000,2020-07-08 00:00:00.000,D,NULL,1,0,1196,0,0,0,0,0,0,179,178,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,whitehavenshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-31 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,2020-07-08 00:00:00.000,0,0,0,0,0,,-2224251,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1210,596,2020-07-31 00:00:00.000,2020-07-20 00:00:00.000,D,NULL,2,0,1196,0,0,0,0,0,0,651,649,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,morleyshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-31 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,2020-07-20 00:00:00.000,0,0,0,0,0,,-950049653,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1211,667,2020-07-31 00:00:00.000,2020-07-09 00:00:00.000,D,NULL,609,0,1196,0,0,0,0,0,0,43439,42830,1,609,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,westwickhamshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-31 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,2020-07-09 00:00:00.000,0,0,0,0,0,,966492053,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1212,622,2020-07-31 00:00:00.000,2020-07-17 00:00:00.000,D,NULL,-15,0,1196,0,0,0,0,0,0,526,541,1,-15,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,redhillshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-31 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,2020-07-17 00:00:00.000,0,0,0,0,0,,-627548259,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1213,542,2020-07-31 00:00:00.000,2020-07-01 00:00:00.000,D,NULL,710,0,1196,0,0,0,0,0,0,696975,696265,1,710,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,eastleighshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-07-31 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-31 00:00:00.000,2020-07-01 00:00:00.000,0,0,0,0,0,,-362073251,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1214,521,2020-08-01 00:00:00.000,2020-03-06 00:00:00.000,D,NULL,7,0,1196,0,0,0,0,0,0,321,319,1,2,1726,1721,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-08-01 00:00:00.000,catfordshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-08-01 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-01 00:00:00.000,2020-03-06 00:00:00.000,0,0,0,0,0,,-75926455,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1252,413,2020-09-28 00:00:00.000,2020-08-29 00:00:00.000,D,NULL,1,0,1249,0,0,0,0,0,0,28,27,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-09-28 00:00:00.000,saltcoatsshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-09-28 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-28 00:00:00.000,2020-08-29 00:00:00.000,0,0,0,0,0,,1962145059,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
1253,596,2020-09-28 00:00:00.000,2020-08-28 00:00:00.000,D,NULL,2,0,1249,0,0,0,0,0,0,655,653,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-09-28 00:00:00.000,morleyshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2020-09-28 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-28 00:00:00.000,2020-08-28 00:00:00.000,0,0,0,0,0,,-558601242,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,1
