Id,Type,Code,Name,Address1,Address2,Town,County,Country,PostCode,Telephone,FAX,Group_1,Group_2,Group_3,Group_4,Text_1,Text_2,Text_3,Text_4,Text_5,Number_1,Number_2,Number_3,Number_4,Number_5,Notes,Last_Update,Last_User,EMailNumber,Link_1,Link_2,Link_3,Link_4,Link_5,Checksum,NI_Building_Type,NI_Building_Category,Status,Number_6,Number_7,Number_8,Number_9,Number_10,Text_6,Text_7,Text_8,Text_9,Text_10,Factor_Region_Id,Latitude,Longitude
123,*,BBA1096-0521,SAT : Airdrie (310),Unit 7,25 Graham Street,Airdrie,,,ML6 6DD,01236 748448,,0,0,0,84,04/04/2020,,,,310,172,0,0,0,0,,2022-05-12 10:55:53.000,paul.mallett,airdrieshop@satcol.org,,,,,,1085964773,0,0,0,0,0,0,0,0,,,,,,280,0,0
124,*,BBA1096-0522,SAT : Newcastle (55),70 Clayton Street,,Newcastle-upon-Tyne,,,NE1 5PG,01912 611726,,0,0,0,78,04/04/2020,,,,55,233,0,0,0,0,,2022-05-12 10:55:54.000,paul.mallett,newcastleclaytonshop@satcol.org,,,,,,1845078565,0,0,0,0,0,0,0,0,,,,,,280,0,0
125,*,BBA1096-0523,SAT : Whitley Bay (39),243 Whitley Road,,Whitley Bay,,,NE26 2SY,01912 530849,,0,0,0,78,04/04/2020,,,,39,202,0,0,0,0,,2022-05-12 10:55:56.000,paul.mallett,whitleybayshop@satcol.org,,,,,,1527945063,0,0,0,0,0,0,0,0,,,,,,280,0,0
126,*,BBA1096-0525,SAT : Wallsend (37),30 High Street West,,Wallsend,,,NE28 8HU,01912 638263,,0,0,0,78,04/04/2020,,,,37,137,0,0,0,0,,2022-05-12 10:55:57.000,paul.mallett,wallsendshop@satcol.org,,,,,,-88037000,0,0,0,0,0,0,0,0,,,,,,280,0,0
127,*,BBA1096-0526,SAT : North Shields (69) SITE CLOSED MARCH 2016,Unit 1,49 Bedford Street,North Shields,,,NE29 0SZ,,,0,0,0,78,10/04/2019,,,,69,273,0,0,0,0,,2022-05-12 10:55:59.000,paul.mallett,,,,,,,-664513233,0,0,0,0,0,0,0,0,,,,,,280,0,0
128,*,BBA1096-0527,SAT : Jarrow (302),13 Bede Precinct,Viking Centre,Jarrow,Newcastle-U-Tyne,,NE32 3LW,0191 489 8204,,0,0,0,78,04/04/2020,,,,302,164,0,0,0,0,,2022-05-12 10:56:01.000,paul.mallett,jarrowshop@satcol.org,,,,,,-712805337,0,0,0,0,0,0,0,0,,,,,,280,0,0
137,*,BBA1096-0532,SAT : Long Eaton (616),50 High Street,,Long Eaton,Notts,,NG10 1LN,0115 972 3459,,0,0,0,80,04/04/2020,,,,616,228,0,0,0,0,,2022-05-12 10:56:08.000,paul.mallett,longeatonshop@satcol.org,,,,,,-1840858649,0,0,0,0,0,0,0,0,,,,,,280,0,0
138,*,BBA1096-0533,SAT : Eastwood (646),85 Nottingham Road,,Eastwood,Notts,,NG16 3AJ,01773 718406,,0,0,0,75,04/04/2020,,,,646,347,0,0,0,0,,2022-05-12 10:56:09.000,paul.mallett,eastwoodshop@satcol.org,,,,,,1526484087,0,0,0,0,0,0,0,0,,,,,,280,0,0
139,*,BBA1096-1014,SAT : Grantham (784),33 St. Peters Hill,GRANTHAM,Lincolnshire,,,NG31 6QF,01476 569602,,0,0,0,80,04/04/2020,,,,784,104,0,0,0,0,,2022-05-12 10:58:42.000,paul.mallett,granthamshop@satcol.org,,,,,,519419718,0,0,0,0,0,0,0,0,,,,,,280,0,0
140,*,BBA1096-0896,SAT : Billborough (763),95 Bracebridge Drive,Bilborough,Nottingham,,,NG8 4PL,0115 929 2253,,0,0,0,80,04/04/2020,,,,763,220,0,0,0,0,,2023-03-27 11:30:07.000,becky.jardine,bilboroughshop@satcol.org,,,,,,-1894832972,0,0,0,0,0,0,0,0,,,,,,280,0,0
141,*,BBA1096-0877,SAT : Beeston (45),63-65 High Road,Beeston,Nottingham,,,NG9 2JQ,0115 922 4739,,0,0,0,80,04/04/2020,,,,45,133,0,0,0,0,,2022-05-12 10:58:13.000,paul.mallett,beestonshop@satcol.org,,,,,,1924179986,0,0,0,0,0,0,0,0,,,,,,280,0,0
142,*,BBA1096-0536,SAT : Northampton (13),25 Gold Street,,Northampton,,,NN1 1RA,01604 626855,,0,0,0,75,04/04/2020,,,,13,165,0,0,0,0,,2022-05-12 10:56:11.000,paul.mallett,northamptonshop@satcol.org,,,,,,1681195148,0,0,0,0,0,0,0,0,,,,,,280,0,0
143,*,BBA1096-0537,SAT : Daventry (17),8 Bowen Square,,Daventry,Northants,,NN11 4DR,01327 877625,,0,0,0,75,04/04/2020,,,,17,158,0,0,0,0,,2022-05-12 10:56:12.000,paul.mallett,daventryshop@satcol.org,,,,,,1405745644,0,0,0,0,0,0,0,0,,,,,,280,0,0
1463,*,BBA1596-0035,MPX : Cadogan Square,2 Cadogan Square,,Glasgow,Strathclyde,,G2 7DD,,,0,0,0,0,31/12/2021,,,,,0,0,0,0,0,,2022-08-22 17:15:18.000,kim.dring,,,,,,,966857124,0,0,276,0,0,0,0,0,,,,,,280,0,0
147,*,BBA1096-0779,SAT : Ashton Under Lyne (701),80 Old Street,Ashton-under Lyne,Lancashire,,,OL6 7RS,0161 3436076,,0,0,0,76,04/04/2020,,,,701,113,0,0,0,0,,2022-05-12 10:57:31.000,paul.mallett,ashtonshop@satcol.org,,,,,,1559037577,0,0,0,0,0,0,0,0,,,,,,280,0,0
151,*,BBA1096-0919,SAT : St. Neots (771),28 High Street,,St Neots,Cambridgeshire,,PE19 1JA,01480 216645,,0,0,0,81,04/04/2020,,,,771,88,0,0,0,0,,2022-05-12 10:58:23.000,paul.mallett,stneotsshop@satcol.org,,,,,,1739871935,0,0,0,0,0,0,0,0,,,,,,280,0,0
152,*,BBA1096-0908,SAT : St. Ives (770),2 Market Hill,,St Ives,Cambridgeshire,,PE27 5AL,01480 468884,,0,0,0,73,04/04/2020,,,,770,87,0,0,0,0,,2022-05-12 10:58:20.000,paul.mallett,stivesshop@satcol.org,,,,,,765266998,0,0,0,0,0,0,0,0,,,,,,280,0,0
153,*,BBA1096-1101,SAT : Huntingdon (795),126 High Street,Huntingdon,Cambridgeshire,,,PE29 3NE,01480 453195,,0,0,0,81,04/04/2020,,,,795,132,0,0,0,0,,2023-01-30 14:13:01.000,becky.jardine,huntingdonshop@satcol.org,,,,,,-578360350,0,0,0,0,0,0,0,0,,,,,,280,0,0
163,*,BBA1096-0829,SAT : Sheffield - Laughton Road (744),43 Laughton Road,Dinnington,Sheffield,,,S25 2PN,01909 565 418,,0,0,0,80,04/04/2020,,,,744,101,0,0,0,0,,2022-05-12 10:57:46.000,paul.mallett,dinningtonshop@satcol.org,,,,,,361280608,0,0,0,0,0,0,0,0,,,,,,280,0,0
164,*,BBA1096-1028,SAT : Sheffield - Bellhouse Road (755),43 Bellhouse Road,Firth Park,Sheffield,,,S5 6HJ,0114 244 1344,,0,0,0,80,04/04/2020,,,,755,73,0,0,0,0,,2022-05-12 10:58:48.000,paul.mallett,firthparkroadshop@satcol.org,,,,,,1905842228,0,0,0,0,0,0,0,0,,,,,,280,0,0
165,*,BBA1096-0845,SAT : Wath-upon-Dearne (760),51-53 High Street,Wath-upon-Dearne,Rotherham,,,S63 7QB,01709 874009,,0,0,0,80,04/04/2020,,,,760,86,0,0,0,0,,2022-05-12 10:58:07.000,paul.mallett,wathshop@satcol.org,,,,,,1792706503,0,0,0,0,0,0,0,0,,,,,,280,0,0
166,*,BBA1096-0830,SAT : Goldthorpe (745),43 - 45 Barnsley Road,Goldthorpe,Rotherham,,,S63 9LT,01709 895639,,0,0,0,80,04/04/2020,,,,745,91,0,0,0,0,,2022-05-12 10:57:48.000,paul.mallett,goldthorpeshop@satcol.org,,,,,,-1084838676,0,0,0,0,0,0,0,0,,,,,,280,0,0
167,*,BBA1096-0836,SAT : Mexborough (751) SITE CLOSED AUG 2018,51a Adwick Road,,Mexborough,,,S64 0AG,01709 586838,,0,0,0,80,10/04/2019,,,,751,60,0,0,0,0,,2022-05-12 10:57:57.000,paul.mallett,"mexboroughshop@satcol.org ",,,,,,1383283206,0,0,0,0,0,0,0,0,,,,,,280,0,0
168,*,BBA1096-0843,SAT : Swinton (758),30 Station Street,Swinton,Mexborough,,,S64 8PP,01709 570819,,0,0,0,80,04/04/2020,,,,758,26,0,0,0,0,,2022-05-12 10:58:05.000,paul.mallett,swintonshop@satcol.org,,,,,,-1873395706,0,0,0,0,0,0,0,0,,,,,,280,0,0
169,*,BBA1096-1064,SAT : Mexborough High Street  (788),43-45 High Street,,Mexborough,,,S64 9AB,01709586139,,0,0,0,80,04/04/2020,,,,788,89,0,0,0,0,,2022-05-12 10:58:51.000,paul.mallett,MexboroughShopHighSt@satcol.org,,,,,,-1021410669,0,0,0,0,0,0,0,0,,,,,,280,0,0
170,*,BBA1096-0839,SAT : Sheffield - Abbeydale Rd (754) SITE CLOSED A,228 Abbeydale Road,,Sheffield,,,S7 1FL,0114 255 4776,,0,0,0,80,10/04/2019,,,,754,41,0,0,0,0,COT 01/04/2018,2022-05-12 10:58:01.000,paul.mallett,abbeydaleroadshop@satcol.org,,,,,,-2119014278,0,0,276,0,0,0,0,0,,,,,,280,0,0
171,*,BBA1096-0828,SAT : Cudworth (743),4 Bow Street,Cudworth,Barnsley,,,S72 8JL,01226 718019,,0,0,0,80,04/04/2020,,,,743,42,0,0,0,0,,2022-05-12 10:57:45.000,paul.mallett,cudworthshop@satcol.org,,,,,,-1777895520,0,0,0,0,0,0,0,0,,,,,,280,0,0
180,*,BBA1096-0556,SAT : Bitterne (610) CLOSED 23/12/2021,14 West End Road,Bitterne,Southampton,Hampshire,,SO18 6TG,02380 441830,,0,0,0,72,04/04/2020,,,,610,141,0,0,0,0,,2022-06-20 15:12:30.000,becky.jardine,bitterneshop@satcol.org,,,,,,407357446,0,0,276,0,0,0,0,0,,,,,,280,0,0
181,*,BBA1096-0557,SAT : Eastleigh (410),24 High Street,,Eastleigh,,,SO50 5LD,02380 650971,,0,0,0,72,04/04/2020,,,,410,135,0,0,0,0,,2022-05-12 10:56:34.000,paul.mallett,eastleighshop@satcol.org,,,,,,1706410958,0,0,0,0,0,0,0,0,,,,,,280,0,0
182,*,BBA1096-0559,SAT : Romsey (609),20 Market Place,,Romsey,,,SO51 8NA,01794 513994,,0,0,0,72,04/04/2020,,,,609,141,0,0,0,0,,2022-05-12 10:56:36.000,paul.mallett,romseyshop@satcol.org,,,,,,1588216778,0,0,0,0,0,0,0,0,,,,,,280,0,0
183,*,BBA1096-0560,SAT : Sunderland (54),23 Blandford Street,,Sunderland,,,SR1 3JH,0191 565 4781,,0,0,0,79,04/04/2020,,,,54,219,0,0,0,0,,2022-05-12 10:56:37.000,paul.mallett,sunderlandshop@satcol.org,,,,,,1895269097,0,0,0,0,0,0,0,0,,,,,,280,0,0
184,*,BBA1096-0958,SAT : Seaham (777),19 Church Street,,Seaham,,,SR7 7HQ,01915818149,,0,0,0,79,04/04/2020,,,,777,90,0,0,0,0,,2022-05-12 10:58:32.000,paul.mallett,seahamshop@satcol.org,,,,,,1211272413,0,0,0,0,0,0,0,0,,,,,,280,0,0
185,*,BBA1096-0561,SAT : Peterlee (57),19 Yoden Way,,Peterlee,Tyne & Wear,,SR8 1BP,0191 586 2083,,0,0,0,79,04/04/2020,,,,57,152,0,0,0,0,,2022-05-12 10:56:39.000,paul.mallett,peterleeshop@satcol.org,,,,,,712501321,0,0,0,0,0,0,0,0,,,,,,280,0,0
186,*,BBA1096-0823,SAT : Basildon  (704) SHOP CLOSED 23/03/2019,21 East Walk,,Basildon,Essex,,SS14 1HA,01268 286790,,0,0,0,81,10/04/2019,,,,704,164,0,0,0,0,,2022-06-20 15:11:55.000,becky.jardine,basildonshop@satcol.org,,,,,,863519124,0,0,276,0,0,0,0,0,,,,,,280,0,0
187,*,BBA1096-0562,SAT : Hanley (422),23 Stafford Street,Hanley,Stoke-on-Trent,,,ST1 1JW,01782 284005,,0,0,0,75,04/04/2020,,,,422,99,0,0,0,0,,2022-05-12 10:56:40.000,paul.mallett,hanleyshop@satcol.org,,,,,,-312265738,0,0,0,0,0,0,0,0,,,,,,280,0,0
156,*,BBA1096-0548,SAT : Cosham  (617),9 High Street,Cosham,Portsmouth,,,PO6 3EJ,02392 376071,,0,0,0,72,04/04/2020,,,,617,195,0,0,0,0,,2022-05-12 10:56:23.000,paul.mallett,coshamshop@satcol.org,,,,,,601569022,0,0,0,0,0,0,0,0,,,,,,280,0,0
157,*,BBA1096-0549,SAT : Waterlooville (415),256 London Road,,Waterlooville,,,PO7 7HG,02392 254059,,0,0,0,72,04/04/2020,,,,415,99,0,0,0,0,,2022-05-12 10:56:24.000,paul.mallett,waterloovilleshop@satcol.org,,,,,,-1453776707,0,0,0,0,0,0,0,0,,,,,,280,0,0
158,*,BBA1096-0550,SAT : Redhill (652),62a/64 Station Road,,Redhill,,,RH1 1PL,01737 763244,,0,0,0,70,04/04/2020,,,,652,180,0,0,0,0,,2022-05-12 10:56:25.000,paul.mallett,redhillshop@satcol.org,,,,,,-1487175043,0,0,0,0,0,0,0,0,,,,,,280,0,0
159,*,BBA1096-0622,SAT : Crawley (672) SITE CLOSED 11 MAY 2017,36 The Broadway,,Crawley,,,RH10 1HG,01293 540366,,0,0,0,71,10/04/2019,,,,672,81,0,0,0,0,,2022-05-12 10:57:10.000,paul.mallett,,,,,,,-1717735463,0,0,0,0,0,0,0,0,,,,,,280,0,0
160,*,BBA1096-0620,SAT : East Grinstead (670),Unit 5a Queens Walk,,East Grinstead,West Sussex,,RH19 4DW,01342 328973,,0,0,0,71,04/04/2020,,,,670,111,0,0,0,0,,2022-05-12 10:57:08.000,paul.mallett,eastgrinsteadshop@satcol.org,,,,,,647393666,0,0,0,0,0,0,0,0,,,,,,280,0,0
161,*,BBA1096-0613,SAT : Horley (675),97-99 Victoria Road,,Horley,Surrey,,RH6 7QW,01293 782798,,0,0,0,71,04/04/2020,,,,675,122,0,0,0,0,,2022-05-12 10:57:03.000,paul.mallett,horleyshop@satcol.org,,,,,,454831871,0,0,0,0,0,0,0,0,,,,,,280,0,0
162,*,BBA1096-0551,SAT : Oxted (651),7 Station Road East,,Oxted,,,RH8 0BD,01883 724596,,0,0,0,70,04/04/2020,,,,651,99,0,0,0,0,,2023-02-02 14:56:46.000,becky.jardine,oxtedshop@satcol.org,,,,,,1821317743,0,0,0,0,0,0,0,0,,,,,,280,0,0
172,*,BBA1096-0834,SAT : Hoyland (749),140 West Street,Hoyland,Barnsley,,,S74 9DU,01226 351640,,0,0,0,80,04/04/2020,,,,749,48,0,0,0,0,,2022-05-12 10:57:54.000,paul.mallett,hoylandshop@satcol.org,,,,,,834238343,0,0,0,0,0,0,0,0,,,,,,280,0,0
173,*,BBA1096-0835,SAT : Mapplewell (750),8 Fountain Parade,Mapplewell,Barnsley,,,S75 6FW,01226 390571,,0,0,0,80,04/04/2020,,,,750,63,0,0,0,0,,2022-05-12 10:57:55.000,paul.mallett,mapplewellshop@satcol.org,,,,,,1117428634,0,0,0,0,0,0,0,0,,,,,,280,0,0
174,*,BBA1096-1114,SAT : Worksop (801),96 Bridge Street,,Worksop,,,S80 1JA,01909 509821,,0,0,0,80,04/04/2020,,,,801,114,0,0,0,0,,2022-05-12 10:59:06.000,paul.mallett,worksopshop@satcol.org,,,,,,1499140408,0,0,0,0,0,0,0,0,,,,,,280,0,0
175,*,BBA1096-0841,SAT : Staniforth Road (756) SITE CLOSED 7 SEP 2016,646 Staniforth Road,Darnall,Sheffield,,,S9 4LP,0114 243 2813,,0,0,0,80,10/04/2019,,,,756,57,0,0,0,0,,2022-06-13 13:47:27.000,becky.jardine,,,,,,,1947415752,0,0,276,0,0,0,0,0,,,,,,280,0,0
176,*,BBA1096-0553,SAT : Walworth Road (11),341 Walworth Road,Walworth,London,,,SE17 2AL,0207 703 9125,,0,0,0,70,04/04/2020,,,,11,168,0,0,0,0,,2022-05-12 10:56:28.000,paul.mallett,walworthshop@satcol.org,,,,,,-1610899563,0,0,0,0,0,0,0,0,,,,,,280,0,0
177,*,BBA1096-0554,SAT : Catford  (61),33 Broadway,Catford,London,,,SE6 4SN,0208 690 4039,,0,0,0,70,04/04/2020,,,,61,419,0,0,0,0,,2022-05-12 10:56:30.000,paul.mallett,catfordshop@satcol.org,,,,,,-1252482888,0,0,0,0,0,0,0,0,,,,,,280,0,0
178,*,BBA1096-0813,SAT : Hyde (698),54 Rutherford Way,,Hyde,Cheshire,,SK14 2QY,0161 368 6607,,0,0,0,76,04/04/2020,,,,698,117,0,0,0,0,,2022-05-12 10:57:35.000,paul.mallett,hydeshop@satcol.org,,,,,,-2067438605,0,0,0,0,0,0,0,0,,,,,,280,0,0
179,*,BBA1096-0555,SAT : Portswood (413),215 Portswood Road,Portswood,Southampton,,,SO17 2NF,02380 551903,,0,0,0,72,04/04/2020,,,,413,144,0,0,0,0,,2022-05-12 10:56:31.000,paul.mallett,southamptonshop@satcol.org,,,,,,1611234706,0,0,0,0,0,0,0,0,,,,,,280,0,0
188,*,BBA1096-0563,SAT : Leek (423),15 Smithfield Centre,,Leek,,,ST13 5JW,015383 98351,,0,0,0,75,04/04/2020,,,,423,251,0,0,0,0,,2022-05-12 10:56:41.000,paul.mallett,leekshop@satcol.org,,,,,,-576071008,0,0,0,0,0,0,0,0,,,,,,280,0,0
189,*,BBA1096-0564,SAT : Uttoxeter (426) CLOSED Sept 2020,29 High Street,,Uttoxeter,Staffs,,ST14 7HN,01889 560147,,0,0,0,75,04/04/2020,,,,426,109,0,0,0,0,,2022-06-21 09:07:43.000,becky.jardine,uttoxetershop@satcol.org,,,,,,-1578701132,0,0,276,0,0,0,0,0,,,,,,280,0,0
190,*,BBA1096-0794,SAT : Stone (695),37 High Street,,Stone,Staffordshire,,ST15 8AD,01785 812415,,0,0,0,75,04/04/2020,,,,695,103,0,0,0,0,,2022-05-12 10:57:32.000,paul.mallett,stoneshop@satcol.org,,,,,,-1846082205,0,0,0,0,0,0,0,0,,,,,,280,0,0
191,*,BBA1096-0905,SAT : Stafford (767) Closed 7 July 2020,21 Gaolgate Street,Town Centre,Stafford,,,ST16 2BQ,01785 214084,,0,0,0,75,04/04/2020,,,,767,117,0,0,0,0,Closed 07/07/2020,2022-05-12 10:58:19.000,paul.mallett,staffordshop@satcol.org,,,,,,-1058907189,0,0,276,0,0,0,0,0,,,,,,280,0,0
193,*,BBA1096-0566,SAT : Newcastle U Lyme (421) SITE CLOSED JAN 2020,23 High Street,,Newcastle-under-Lyme,,,ST5 1QZ,01782 615841,,0,0,0,75,04/04/2020,,,,421,211,0,0,0,0,,2022-06-21 09:01:34.000,becky.jardine,newcastleulyme@satcol.org,,,,,,1934225360,0,0,276,0,0,0,0,0,,,,,,280,0,0
194,*,BBA1096-0567,SAT : Oswestry (640),22 Church Street,,Oswestry,Shropshire,,SY11 2SP,01691 688428,,0,0,0,75,04/04/2020,,,,640,158,0,0,0,0,,2022-05-12 10:56:48.000,paul.mallett,oswestryshop@satcol.org,,,,,,1415217412,0,0,0,0,0,0,0,0,,,,,,280,0,0
192,*,BBA1096-0565,SAT : Longton (420),"Unit 40, Bennett Precinct",Longton Exchange,Longton,Stoke-on-Trent,,ST3 2JA,01782 312660,,0,0,0,75,04/04/2020,,,,420,114,0,0,0,0,,2022-05-12 10:56:45.000,paul.mallett,longtonshop@satcol.org,,,,,,1355784027,0,0,0,0,0,0,0,0,,,,,,280,0,0
195,*,BBA1096-0568,SAT : Wellington (Telford) (52),26 New Street,Wellington,Telford,Shropshire,,TF1 1NE,01952 243 324,,0,0,0,75,04/04/2020,,,,52,308,0,0,0,0,,2022-05-12 10:56:49.000,paul.mallett,wellingtonshop@satcol.org,,,,,,-1204129447,0,0,0,0,0,0,0,0,,,,,,280,0,0
196,*,BBA1096-0738,SAT : Tunbridge Wells (691) SITE CLOSED JUNE 2015,62 Camden Road,,Tunbridge Wells,Kent,,TN1 2PT,,,0,0,0,71,10/04/2019,,,,691,0,0,0,0,0,,2022-05-12 10:57:24.000,paul.mallett,,,,,,,1870886892,0,0,276,0,0,0,0,0,,,,,,280,0,0
197,*,BBA1096-0428,SAT : Redcar (312),63 High Street,,Redcar,,,TS10 3DD,01642 492254,,0,0,0,79,04/04/2020,,,,312,142,0,0,0,0,,2022-05-12 10:53:43.000,paul.mallett,redcarshop@satcol.org,,,,,,1729751961,0,0,0,0,0,0,0,0,,,,,,280,0,0
198,*,BBA1096-0570,SAT : Stockton on Tees (Cleveland) (619) CLOSED 30/09/21,77-78 High Street,Unit 31 Castlegate Shopping Centre,Stockton-on-tees,,,TS18 1AF,01642 673229,,0,0,0,79,04/04/2020,,,,619,290,0,0,0,0,,2022-06-21 09:06:32.000,becky.jardine,stocktononteesshop@satcol.org,,,,,,721473167,0,0,276,0,0,0,0,0,,,,,,280,0,0
199,*,BBA1096-0571,SAT : Billingham (661) CLOSED August 2020,106 Queensway,,Billingham,,,TS23 2NU,01642 533364,,0,0,0,79,04/04/2020,,,,661,105,0,0,0,0,,2022-05-12 10:56:52.000,paul.mallett,Billinghamshop@satcol.org,,,,,,327283365,0,0,0,0,0,0,0,0,,,,,,280,0,0
200,*,BBA1096-1021,SAT : Hartlepool (783),Unit 4 Jubilee House,York Road,Hartlepool,,,TS26 9EN,01429 268696,,0,0,0,79,04/04/2020,,,,783,152,0,0,0,0,,2022-05-12 10:58:44.000,paul.mallett,hartlepoolshop@satcol.org,,,,,,1174621791,0,0,0,0,0,0,0,0,,,,,,280,0,0
201,*,BBA1096-0630,SAT : Princes Street (12) CLOSED (17/12/20),"9 Princes Street ",,London,,,W1B 2LQ,0207 493 1909,,0,0,0,70,04/04/2020,,,,12,145,0,0,0,0,,2022-06-21 09:04:33.000,becky.jardine,londonprincesstshop@satcol.org,,,,,,1914801806,0,0,276,0,0,0,0,0,,,,,,280,0,0
202,*,BBA1096-0573,SAT : Warrington (64),15 Buttermarket Street,,Warrington,,,WA1 2LY,01925 419295,,0,0,0,76,04/04/2020,,,,64,196,0,0,0,0,,2022-05-12 10:56:53.000,paul.mallett,warringtonshop@satcol.org,,,,,,-135634937,0,0,0,0,0,0,0,0,,,,,,280,0,0
203,*,BBA1096-0574,SAT : St. Helens (659),21a Ormskirk Street,,St Helens,,,WA10 1BQ,01744 27311,,0,0,0,76,04/04/2020,,,,659,125,0,0,0,0,,2022-05-12 10:56:55.000,paul.mallett,sthelensshop@satcol.org,,,,,,-488585937,0,0,0,0,0,0,0,0,,,,,,280,0,0
204,*,BBA1096-0837,SAT : Outwood (752),30 Bolus Lane,Outwood,Wakefield,,,WF1 3DT,01924 835516,,0,0,0,80,04/04/2020,,,,752,381,0,0,0,0,,2022-05-12 10:57:58.000,paul.mallett,outwoodshop@satcol.org,,,,,,-1680944536,0,0,0,0,0,0,0,0,,,,,,280,0,0
205,*,BBA1096-0832,SAT : Heckmondwike (747),51/53 Market Place,,Heckmondwike,,,WF16 0EZ,01924 403610,,0,0,0,80,04/04/2020,,,,747,127,0,0,0,0,,2022-05-12 10:57:51.000,paul.mallett,heckmondwikeshop@satcol.org,,,,,,1964814674,0,0,0,0,0,0,0,0,,,,,,280,0,0
206,*,BBA1096-0825,SAT : Birstall (740),4 Low Lane,Birstall,Batley,,,WF17 9EY,01924 479912,,0,0,0,80,04/04/2020,,,,740,55,0,0,0,0,,2022-05-12 10:57:40.000,paul.mallett,Birstallshop@satcol.org,,,,,,163241596,0,0,0,0,0,0,0,0,,,,,,280,0,0
207,*,BBA1096-0842,SAT : South Elmsall (757) SITE CLOSED MAY 2018,38 Barnsley Road,South Elmsall,Pontefract,,,WF9 2RF,01977 642326,,0,0,0,80,10/04/2019,,,,757,125,0,0,0,0,,2022-05-12 10:58:04.000,paul.mallett,southelmsallshop@satcol.org,,,,,,542712052,0,0,0,0,0,0,0,0,,,,,,280,0,0
208,*,BBA1096-0833,SAT : Hemsworth (748) CLOSED Oct 2020,2 Cross Hill,Hemsworth,Pontefract,,,WF9 4LQ,01977 615616,,0,0,0,80,04/04/2020,,,,748,182,0,0,0,0,,2022-06-21 08:59:14.000,becky.jardine,hemsworthshop@satcol.org,,,,,,234269421,0,0,276,0,0,0,0,0,,,,,,280,0,0
209,*,BBA1096-0575,SAT : Wigan (678),30 Wallgate,,Wigan,,,WN1 1JU,019428 20827,,0,0,0,76,04/04/2020,,,,678,149,0,0,0,0,,2022-05-12 10:56:57.000,paul.mallett,wiganshop@satcol.org,,,,,,-2113987108,0,0,0,0,0,0,0,0,,,,,,280,0,0
210,*,BBA1096-0576,SAT : Evesham (612),41 Bridge Street,,Evesham,,,WR11 4SQ,01386 442090,,0,0,0,75,04/04/2020,,,,612,368,0,0,0,0,,2022-05-12 10:56:58.000,paul.mallett,eveshamshop@satcol.org,,,,,,1467600097,0,0,0,0,0,0,0,0,,,,,,280,0,0
397,NULL,BBA1557-0802,CWC : Selsdon Way,Victory House and Trident House,Selsdon Way,LONDON,,,E14 9GL,,,0,0,0,70,23/05/2024,,,,,0,0,0,0,0,,2023-05-23 14:36:50.000,becky.jardine,,,,,,,933953800,0,0,0,0,0,0,0,0,,,,,,280,0,0
211,*,BBA1096-0925,SAT : Cannock (769),Unit 2 Cannock Shopping Centre,Market Hall Street,Cannock,Staffordshire,,WS11 1WS,01543 573478,,0,0,0,75,04/04/2020,,,,769,132,0,0,0,0,,2022-05-12 10:58:25.000,paul.mallett,cannockshop@satcol.org,,,,,,-467403366,0,0,0,0,0,0,0,0,,,,,,280,0,0
212,*,BBA1096-0940,SAT : Lichfield (773),26a Market Street,,Lichfield,Staffordshire,,WS13 6LH,01543 258256,,0,0,0,75,04/04/2020,,,,773,84,0,0,0,0,,2022-05-12 10:58:28.000,paul.mallett,lichfieldshop@satcol.org,,,,,,542236502,0,0,0,0,0,0,0,0,,,,,,280,0,0
213,*,BBA1096-0577,SAT : Rugeley (650),29a Market Square,,Rugeley,,,WS15 2BW,01889 585577,,0,0,0,75,04/04/2020,,,,650,124,0,0,0,0,,2022-05-12 10:57:00.000,paul.mallett,rugeleyshop@satcol.org,,,,,,1494602041,0,0,0,0,0,0,0,0,,,,,,280,0,0
214,*,BBA1096-1112,SAT : Brownhills (797),53 High Street,,Brownhills,,,WS8 6HH,01543 361047,,0,0,0,75,04/04/2020,,,,797,250,0,0,0,0,,2022-05-12 10:59:03.000,paul.mallett,brownhillsshop@satcol.org,,,,,,-1477897430,0,0,0,0,0,0,0,0,,,,,,280,0,0
215,*,BBA1096-0838,SAT : Pickering (753) Closed Nov 2020,19 Birdgate,,Pickering,North Yorkshire,,YO18 7AL,01751 476780,,0,0,0,79,04/04/2020,,,,753,61,0,0,0,0,,2022-06-23 10:21:32.000,becky.jardine,pickeringshop@satcol.org,,,,,,-89012618,0,0,276,0,0,0,0,0,,,,,,280,0,0
216,*,BBA1096-1077,SAT : Thirsk (794),45 Market Place,,Thirsk,,,YO7 1HA,01845 524067,,0,0,0,79,04/04/2020,,,,794,76,0,0,0,0,,2022-05-12 10:58:54.000,paul.mallett,thirskshop@satcol.org,,,,,,-1782079414,0,0,0,0,0,0,0,0,,,,,,280,0,0
219,*,BBA1096-1156,SAT : Altricham (811),"101 George Street ",,Altrincham,Cheshire,,WA14 1RN,0161 929 4125,,0,0,0,76,04/04/2020,,,,811,154,0,0,0,0,,2022-05-12 10:59:18.000,paul.mallett,Altrinchamshop@satcol.org,,,,,,2071452655,0,0,0,0,0,0,0,0,,,,,,280,0,0
